Accident_Index,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW11716,25-08-2021,Aug,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.485278,Daylight,Westminster,None,-0.136876,1,2,Metropolitan Police,Dry,Single carriageway,30,17:55,Urban,Fine no high winds,Car
200901CW11717,25-08-2021,Aug,2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.521976,Daylight,Westminster,None,-0.143018,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901CW11718,25-08-2021,Aug,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.515048,Daylight,Westminster,None,-0.16564,1,2,Metropolitan Police,Dry,Single carriageway,30,07:45,Urban,Fine no high winds,Car
200901CW11719,19-08-2021,Aug,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509808,Daylight,Westminster,None,-0.146972,1,2,Metropolitan Police,Dry,Single carriageway,30,15:01,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11720,22-08-2021,Aug,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514763,Daylight,Westminster,None,-0.14187,1,1,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Taxi/Private hire car
200901CW11724,19-08-2021,Aug,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49024,Daylight,Westminster,None,-0.12659,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car
200901CW11725,21-08-2021,Aug,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.526697,Daylight,Westminster,None,-0.174543,1,3,Metropolitan Police,Dry,Single carriageway,30,16:38,Urban,Fine no high winds,Car
200901CW11727,28-08-2021,Aug,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.520938,Daylight,Westminster,None,-0.157043,1,1,Metropolitan Police,Dry,Single carriageway,30,13:37,Urban,Fine no high winds,Car
200901CW11728,28-08-2021,Aug,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.534522,Daylight,Westminster,None,-0.18043,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,15:30,Urban,Raining no high winds,Motorcycle over 500cc
200901CW11729,29-08-2021,Aug,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.510461,Darkness - lights lit,Westminster,None,-0.182974,1,2,Metropolitan Police,Dry,Single carriageway,30,04:30,Urban,Fine no high winds,Car
200901CW11731,29-08-2021,Aug,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.534235,Daylight,Camden,None,-0.139203,1,1,Metropolitan Police,Dry,One way street,30,18:33,Urban,Fine no high winds,Car
200901CW11735,31-08-2021,Aug,2021,Monday,Auto traffic signal,Crossroads,Slight,51.522021,Darkness - lights lit,Westminster,None,-0.157287,2,2,Metropolitan Police,Wet or damp,Dual carriageway,30,00:05,Urban,Fine no high winds,Car
200901CW11736,30-08-2021,Aug,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50925,Daylight,Westminster,None,-0.117596,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:00,Urban,Fine no high winds,Car
200901CW11737,31-08-2021,Aug,2021,Monday,Auto traffic signal,Crossroads,Slight,51.534248,Daylight,Westminster,None,-0.174385,1,2,Metropolitan Police,Dry,Single carriageway,30,12:15,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW11738,31-08-2021,Aug,2021,Monday,Auto traffic signal,Crossroads,Serious,51.514892,Daylight,Westminster,None,-0.144315,1,1,Metropolitan Police,Dry,Single carriageway,30,17:12,Urban,Fine no high winds,Car
200901CW11739,31-08-2021,Aug,2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.509798,Darkness - lights lit,Westminster,None,-0.135011,1,2,Metropolitan Police,Dry,Single carriageway,30,19:10,Urban,Fine no high winds,Car
200901CW11740,31-08-2021,Aug,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.542084,Daylight,Brent,None,-0.198443,1,2,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Car
200901CW11743,27-08-2021,Aug,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.504854,Daylight,Westminster,None,-0.146452,1,2,Metropolitan Police,Dry,Single carriageway,30,16:56,Urban,Fine no high winds,Car
200901CW11744,27-08-2021,Aug,2021,Thursday,Auto traffic signal,T or staggered junction,Serious,51.512944,Daylight,Westminster,None,-0.11802,1,2,Metropolitan Police,Dry,Single carriageway,30,18:05,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11746,19-08-2021,Aug,2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.499194,Daylight,Westminster,None,-0.129825,1,2,Metropolitan Police,Dry,Single carriageway,30,05:45,Urban,Fine no high winds,Car
200901CW11748,03-08-2021,Aug,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506981,Daylight,Westminster,None,-0.121869,1,2,Metropolitan Police,Dry,Dual carriageway,30,06:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11749,20-08-2021,Aug,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.533305,Darkness - lights lit,Westminster,None,-0.165771,1,2,Metropolitan Police,Dry,Single carriageway,30,22:40,Urban,Fine no high winds,Car
200901CW11750,29-06-2021,Jun,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.515124,Daylight,Westminster,None,-0.193742,1,1,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901CW11751,24-08-2021,Aug,2021,Monday,Auto traffic signal,Crossroads,Slight,51.543377,Darkness - lights lit,Camden,Other object on road,-0.125995,1,1,Metropolitan Police,Dry,Single carriageway,30,21:28,Urban,Fine no high winds,Car
200901CW11752,24-08-2021,Aug,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.543819,Daylight,Camden,None,-0.15958,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car
200901CW11753,27-08-2021,Aug,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.519018,Daylight,Camden,None,-0.121085,1,2,Metropolitan Police,Dry,Single carriageway,30,09:42,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW11754,01-09-2021,Sep,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.521938,Daylight,Westminster,None,-0.157723,2,1,Metropolitan Police,Dry,Dual carriageway,40,17:00,Urban,Fine no high winds,Car
200901CW11756,28-08-2021,Aug,2021,Friday,Auto traffic signal,Crossroads,Slight,51.515189,Daylight,Westminster,None,-0.163184,1,2,Metropolitan Police,Dry,Single carriageway,30,06:45,Urban,Fine no high winds,Car
200901CW11759,28-08-2021,Aug,2021,Friday,Give way or uncontrolled,Roundabout,Serious,51.494627,Daylight,Westminster,None,-0.125402,1,2,Metropolitan Police,Dry,Roundabout,30,05:55,Urban,Fine no high winds,Car
200901CW11760,03-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.513812,Daylight,Westminster,None,-0.178661,2,2,Metropolitan Police,Dry,Single carriageway,30,07:05,Urban,Fine no high winds,Car
200901CW11762,02-09-2021,Sep,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.521435,Daylight,Camden,None,-0.131653,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:00,Urban,Raining no high winds,Other vehicle
200901CW11765,02-09-2021,Sep,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.553928,Daylight,Camden,None,-0.190907,5,2,Metropolitan Police,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW11766,02-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.508903,Daylight,Westminster,None,-0.140956,2,1,Metropolitan Police,Dry,Single carriageway,30,15:34,Urban,Fine no high winds,Car
200901CW11767,02-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.527573,Daylight,Camden,None,-0.138754,1,2,Metropolitan Police,Dry,Single carriageway,30,11:20,Urban,Fine no high winds,Other vehicle
200901CW11769,02-09-2021,Sep,2021,Wednesday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.543247,Daylight,Camden,Pedestrian in carriageway - not injured,-0.174746,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,17:50,Urban,Raining no high winds,Car
200901CW11770,02-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.518928,Daylight,Camden,None,-0.121089,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:20,Urban,Raining no high winds,Car
200901CW11771,02-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.490646,Darkness - lights lit,Westminster,None,-0.152215,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:20,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11772,04-09-2021,Sep,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.503609,Daylight,Westminster,None,-0.135984,1,1,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901CW11774,05-09-2021,Sep,2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.52674,Daylight,Westminster,None,-0.194724,2,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car
200901CW11776,06-09-2021,Sep,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.524071,Daylight,Westminster,None,-0.167584,1,2,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Car
200901CW11777,06-07-2021,Jul,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.537066,Daylight,Westminster,None,-0.176291,1,1,Metropolitan Police,Dry,Single carriageway,30,19:07,Urban,Fine no high winds,Car
200901CW11779,26-08-2021,Aug,2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.507607,Daylight,Westminster,None,-0.127319,1,2,Metropolitan Police,Dry,Roundabout,30,14:45,Urban,Fine no high winds,Car
200901CW11780,29-08-2021,Aug,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.524783,Daylight,Westminster,None,-0.172889,1,2,Metropolitan Police,Dry,Single carriageway,30,09:32,Urban,Fine no high winds,Car
200901CW11782,03-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.488576,Darkness - lights lit,Westminster,None,-0.129395,1,2,Metropolitan Police,Dry,Dual carriageway,30,19:50,Urban,Fine no high winds,Car
200901CW11783,26-08-2021,Aug,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.522937,Daylight,Westminster,None,-0.152638,1,2,Metropolitan Police,Dry,Dual carriageway,30,06:45,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11784,28-08-2021,Aug,2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.512958,Daylight,Westminster,None,-0.175813,2,1,Metropolitan Police,Dry,Single carriageway,30,07:55,Urban,Fine + high winds,Goods 7.5 tonnes mgw and over
200901CW11786,05-09-2021,Sep,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.521125,Daylight,Westminster,None,-0.163234,1,2,Metropolitan Police,Dry,Dual carriageway,30,09:40,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW11787,03-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.549464,Daylight,Camden,None,-0.152573,1,1,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,Car
200901CW11789,01-09-2021,Sep,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.51694,Daylight,Camden,None,-0.126071,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
200901CW11790,06-09-2021,Sep,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.51425,Daylight,Westminster,None,-0.149242,1,1,Metropolitan Police,Dry,Single carriageway,30,12:09,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW11791,04-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.493354,Daylight,Westminster,None,-0.141445,1,1,Metropolitan Police,Dry,Single carriageway,30,21:00,Urban,Fine no high winds,Car
200901CW11792,07-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.525046,Daylight,Camden,None,-0.126892,1,1,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901CW11793,07-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.553218,Daylight,Islington,None,-0.134101,1,2,Metropolitan Police,Dry,Single carriageway,30,11:05,Urban,Fine no high winds,Car
200901CW11794,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.513651,Daylight,City of London,None,-0.11165,1,1,City of London,Dry,Single carriageway,30,21:31,Urban,Fine no high winds,Car
200901CW11795,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506976,Daylight,Westminster,None,-0.132821,1,2,Metropolitan Police,Dry,Dual carriageway,30,13:05,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11796,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.545126,Daylight,Camden,None,-0.134144,1,2,Metropolitan Police,Dry,Single carriageway,30,05:27,Urban,Fine no high winds,Car
200901CW11797,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.543729,Darkness - lights lit,Camden,None,-0.159583,2,2,Metropolitan Police,Dry,Single carriageway,30,19:55,Urban,Fine no high winds,Car
200901CW11798,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.539137,Darkness - lights lit,Camden,None,-0.170728,1,2,Metropolitan Police,Dry,Single carriageway,30,22:40,Urban,Fine no high winds,Car
200901CW11799,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.525593,Daylight,Westminster,None,-0.196211,1,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901CW11800,07-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.496892,Daylight,Westminster,None,-0.126461,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,08:30,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t
200901CW11802,07-09-2021,Sep,2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.529941,Darkness - lights lit,Westminster,None,-0.169223,1,1,Metropolitan Police,Dry,Single carriageway,30,21:55,Urban,Fine no high winds,Car
200901CW11808,09-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.510651,Daylight,Westminster,None,-0.115232,1,2,Metropolitan Police,Dry,Dual carriageway,30,07:56,Urban,Fine no high winds,Car
200901CW11809,22-08-2021,Aug,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.532433,Daylight,Camden,None,-0.138988,1,1,Metropolitan Police,Dry,Single carriageway,30,13:51,Urban,Fine no high winds,Car
200901CW11811,09-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.517298,Daylight,Westminster,None,-0.14292,1,2,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CW11812,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513712,Daylight,Westminster,None,-0.155029,1,1,Metropolitan Police,Dry,Single carriageway,30,16:33,Urban,Fine no high winds,Car
200901CW11813,09-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.501976,Daylight,Westminster,None,-0.123803,1,1,Metropolitan Police,Dry,Dual carriageway,30,17:50,Urban,Fine no high winds,Car
200901CW11814,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.524522,Daylight,Westminster,None,-0.202596,1,1,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW11815,08-09-2021,Sep,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.516384,Daylight,Camden,None,-0.130706,1,1,Metropolitan Police,Dry,Single carriageway,30,14:07,Urban,Fine no high winds,Car
200901CW11816,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512461,Darkness - lights lit,Westminster,None,-0.184336,1,1,Metropolitan Police,Dry,Single carriageway,30,22:20,Urban,Fine no high winds,Car
200901CW11817,09-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.521201,Daylight,Westminster,None,-0.168132,1,2,Metropolitan Police,Dry,Single carriageway,30,18:49,Urban,Fine no high winds,Taxi/Private hire car
200901CW11818,09-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.522799,Darkness - lights lit,Westminster,None,-0.201655,1,2,Metropolitan Police,Dry,Single carriageway,30,20:41,Urban,Fine no high winds,Car
200901CW11819,09-09-2021,Sep,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.515511,Darkness - lights lit,Camden,None,-0.126706,1,1,Metropolitan Police,Dry,Single carriageway,30,22:56,Urban,Fine no high winds,Car
200901CW11820,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.552164,Daylight,Camden,None,-0.193141,1,1,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
200901CW11821,31-08-2021,Aug,2021,Monday,Give way or uncontrolled,Private drive or entrance,Slight,51.536597,Darkness - lights lit,Camden,None,-0.140693,1,1,Metropolitan Police,Dry,Single carriageway,30,20:35,Urban,Fine no high winds,Car
200901CW11822,07-09-2021,Sep,2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.554928,Daylight,Camden,None,-0.151197,1,2,Metropolitan Police,Dry,Single carriageway,20,18:00,Urban,Fine no high winds,Car
200901CW11823,08-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518749,Daylight,Camden,Other object on road,-0.121096,1,2,Metropolitan Police,Dry,Single carriageway,30,08:20,Urban,Fine no high winds,Car
200901CW11824,10-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.522875,Daylight,Westminster,None,-0.194877,2,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW11825,10-09-2021,Sep,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.53271,Daylight,Brent,None,-0.202851,1,1,Metropolitan Police,Dry,Single carriageway,30,17:37,Urban,Fine no high winds,Car
200901CW11826,10-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.551301,Daylight,Camden,None,-0.16649,1,1,Metropolitan Police,Dry,Single carriageway,30,11:50,Urban,Fine no high winds,Car
200901CW11827,10-09-2021,Sep,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.503307,Daylight,Westminster,None,-0.150982,1,2,Metropolitan Police,Dry,Dual carriageway,30,16:20,Urban,Fine no high winds,Car
200901CW11828,10-09-2021,Sep,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.514748,Daylight,Westminster,None,-0.158013,1,1,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901CW11829,11-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50045,Darkness - lights lit,Westminster,None,-0.129629,1,2,Metropolitan Police,Dry,Single carriageway,30,00:02,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11830,11-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513756,Darkness - lights lit,Westminster,None,-0.17506,1,2,Metropolitan Police,Dry,Dual carriageway,30,00:10,Urban,Fine no high winds,Car
200901CW11831,01-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.505256,Daylight,Westminster,None,-0.13779,1,2,Metropolitan Police,Dry,One way street,30,17:45,Urban,Fine no high winds,Car
200901CW11832,10-09-2021,Sep,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.539519,Daylight,Camden,None,-0.195372,1,1,Metropolitan Police,Dry,Single carriageway,30,13:45,Urban,Fine no high winds,Car
200901CW11833,10-09-2021,Sep,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.527333,Darkness - lights lit,Kensington and Chelsea,None,-0.215893,1,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW11834,09-09-2021,Sep,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.52589,Daylight,Camden,None,-0.117775,1,1,Metropolitan Police,Dry,Single carriageway,30,14:05,Urban,Fine no high winds,Car
200901CW11835,11-09-2021,Sep,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494461,Daylight,Westminster,None,-0.126273,1,2,Metropolitan Police,Dry,Single carriageway,30,07:35,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11836,11-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513844,Daylight,Westminster,None,-0.140611,1,1,Metropolitan Police,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Car
200901CW11837,11-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.5005,Daylight,Westminster,None,-0.149799,1,4,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901CW11838,11-09-2021,Sep,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.549538,Darkness - lights lit,Camden,None,-0.140165,1,2,Metropolitan Police,Dry,Single carriageway,30,21:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11839,11-09-2021,Sep,2021,Friday,Stop sign,T or staggered junction,Slight,51.521916,Darkness - lights lit,Camden,None,-0.111163,1,1,Metropolitan Police,Dry,Single carriageway,30,22:35,Urban,Fine no high winds,Car
200901CW11841,12-09-2021,Sep,2021,Saturday,Auto traffic signal,Crossroads,Serious,51.515397,Daylight,Westminster,None,-0.142133,1,2,Metropolitan Police,Dry,Single carriageway,30,11:07,Urban,Fine no high winds,Car
200901CW11842,12-09-2021,Sep,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.52388,Daylight,Westminster,None,-0.201757,1,1,Metropolitan Police,Dry,Single carriageway,30,12:55,Urban,Fine no high winds,Car
200901CW11843,12-09-2021,Sep,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.515283,Darkness - lights lit,Westminster,None,-0.163469,2,4,Metropolitan Police,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Car
200901CW11844,12-09-2021,Sep,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.488585,Darkness - lights lit,Westminster,None,-0.135589,1,1,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
200901CW11846,13-09-2021,Sep,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.534934,Darkness - lights lit,Camden,None,-0.189642,1,2,Metropolitan Police,Dry,Single carriageway,30,00:05,Urban,Fine no high winds,Car
200901CW11847,13-09-2021,Sep,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507052,Daylight,Westminster,None,-0.126333,1,2,Metropolitan Police,Dry,Single carriageway,30,10:55,Urban,Fine no high winds,Car
200901CW11848,03-09-2021,Sep,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.52424,Darkness - lights lit,Westminster,None,-0.201743,2,3,Metropolitan Police,Dry,Single carriageway,30,23:35,Urban,Fine no high winds,Car
200901CW11849,04-08-2021,Aug,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.513723,Daylight,Westminster,None,-0.155749,1,1,Metropolitan Police,Dry,Single carriageway,30,10:35,Urban,Fine no high winds,Car
200901CW11850,18-06-2021,Jun,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.519786,Daylight,Westminster,None,-0.16963,2,1,Metropolitan Police,Dry,Dual carriageway,30,17:05,Urban,Fine no high winds,Car
200901CW11851,14-09-2021,Sep,2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.488412,Daylight,Westminster,None,-0.136028,1,1,Metropolitan Police,Dry,Single carriageway,30,08:23,Urban,Fine no high winds,Car
200901CW11853,14-09-2021,Sep,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.530426,Daylight,Westminster,None,-0.206401,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Car
200901CW11854,14-09-2021,Sep,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.549521,Daylight,Camden,None,-0.144782,1,2,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11855,12-09-2021,Sep,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.510385,Darkness - lights lit,Westminster,None,-0.183842,1,2,Metropolitan Police,Dry,Single carriageway,30,22:43,Urban,Fine no high winds,Car
200901CW11856,08-09-2021,Sep,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.517462,Darkness - lights lit,Westminster,None,-0.182119,2,2,Metropolitan Police,Dry,Single carriageway,30,20:53,Urban,Fine no high winds,Car
200901CW11860,15-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.55501,Daylight,Camden,None,-0.156387,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:48,Urban,Raining no high winds,Other vehicle
200901CW11862,15-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.52246,Daylight,Westminster,None,-0.173847,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,17:56,Urban,Raining no high winds,Car
200901CW11865,15-09-2021,Sep,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.549262,Daylight,Camden,None,-0.191525,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:20,Urban,Raining no high winds,Car
200901CW11867,16-09-2021,Sep,2021,Wednesday,Auto traffic signal,T or staggered junction,Serious,51.556655,Daylight,Camden,None,-0.146655,2,1,Metropolitan Police,Dry,Single carriageway,30,08:25,Urban,Fine no high winds,Car
200901CW11868,16-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.570614,Daylight,Camden,None,-0.147963,1,2,Metropolitan Police,Dry,Single carriageway,30,12:55,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11869,16-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,Crossroads,Serious,51.525189,Daylight,Camden,None,-0.130201,1,2,Metropolitan Police,Dry,Single carriageway,30,18:59,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11870,16-09-2021,Sep,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.513301,Daylight,Westminster,None,-0.129103,1,1,Metropolitan Police,Dry,Single carriageway,30,13:42,Urban,Fine no high winds,Car
200901CW11871,16-09-2021,Sep,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.524581,Daylight,Westminster,None,-0.148535,1,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
